,all.wasit_estimate,all.wasit_p.value,all.SBP_estimate,all.SBP_p.value,all.DBP_estimate,all.DBP_p.value,all.HR_estimate,all.HR_p.value,all.RASBP_estimate,all.RASBP_p.value,all.RAMSBP_estimate,all.RAMSBP_p.value,all.RADBP_estimate,all.RADBP_p.value,all.LASBP_estimate,all.LASBP_p.value,all.LAMSBP_estimate,all.LAMSBP_p.value,all.LADBP_estimate,all.LADBP_p.value,all.RLSBP_estimate,all.RLSBP_p.value,all.RLMSBP_estimate,all.RLMSBP_p.value,all.RLDBP_estimate,all.RLDBP_p.value,all.LLSBP_estimate,all.LLSBP_p.value,all.LLMSBP_estimate,all.LLMSBP_p.value,all.LLDBP_estimate,all.LLDBP_p.value,all.hrbpm_estimate,all.hrbpm_p.value,all.RbaPWV_estimate,all.RbaPWV_p.value,all.LbaPWV_estimate,all.LbaPWV_p.value,all.RABI_estimate,all.RABI_p.value,all.LABI_estimate,all.LABI_p.value,all.Cardiovascular_incidence_estimate,all.Cardiovascular_incidence_p.value,all.TG_estimate,all.TG_p.value,all.TC_estimate,all.TC_p.value,all.HDLC_estimate,all.HDLC_p.value,all.LDLC_estimate,all.LDLC_p.value,all.Glum_estimate,all.Glum_p.value
s__Blautia_producta,0.0161092646673955,0.881579504348085,-0.0282115601325207,0.794157430527341,0.0656509869189233,0.543378990362267,-0.0666098481849549,0.537494113102384,-0.0722498371664786,0.50352881445956,-0.0525361444643532,0.626880671591645,-0.0583084976738567,0.589458601483433,-0.0423328759789925,0.695342614289782,-0.0285062985306985,0.792055162456372,-0.00213418754334376,0.984255396814224,-0.102815433122357,0.340472078699825,-0.138362530758585,0.198586029396714,-0.136228632837476,0.205665328264299,-0.128891020296271,0.231378118027781,-0.129525331483514,0.229070624832115,-0.0823403121387399,0.445658608151523,-0.0629333464446548,0.560227399325502,-0.15107628110713,0.160010544171565,-0.132586887368159,0.218159678257878,-0.110983258090169,0.303285476022969,-0.174888820229104,0.10315825367298,-0.191542292565017,0.0738201470805162,0.287763034479015,0.00655552449939242,0.158445492680518,0.140365963233374,-0.0398073388413819,0.71269979712528,0.220942043379136,0.0385813809110789,-0.0577405564521035,0.593095353977176
s__Blautia_sp_CAG_257,0.121814080814875,0.25822567765238,-0.16410137278421,0.126568736559093,-0.0734636719400405,0.49636729071299,-0.0274210860689871,0.799802829733741,-0.124477074127714,0.247884528493414,-0.100998487206716,0.349118789133896,-0.108463933709606,0.314461250232881,-0.103125793086071,0.339008694957381,-0.156790507912073,0.144610674497706,-0.0867300769206849,0.421695745067709,-0.13076466155774,0.224608741944398,-0.0718852776667609,0.505690102572235,-0.0369786810100656,0.732314872466988,-0.144224772771578,0.180042454854751,-0.0536358939354199,0.619673863391904,-0.0624593922453461,0.563191014513236,-0.0580367346717359,0.591197547199581,-0.10774356165558,0.317705122159956,-0.152854451674748,0.15509319161606,-0.0521426804956621,0.62946766384569,-0.0756394361888431,0.483665258640964,-0.0384850604115428,0.721846698236583,0.0338807540921308,0.753995608540754,0.0360363939207237,0.738888148733883,0.0585096732693655,0.58817282208999,-0.0163048216346869,0.880152555933219,0.163949300613396,0.126925606246639
s__Blautia_wexlerae,0.0190324176508258,0.860291575330953,-0.0325679885827766,0.76324185981488,-0.0727869283182732,0.500353425716628,0.0254391552394843,0.814002014401419,-0.126161082914051,0.241494002067569,-0.101624163192381,0.346125904766081,-0.0935020950259772,0.386223495680949,-0.142497975563994,0.18536820288979,-0.0454976779819847,0.673812363704586,-0.120173222295461,0.264741898503209,-0.14266144314593,0.184859189049731,-0.125309371133232,0.244711718395471,-0.220062420676098,0.0393813482785602,-0.134391485265045,0.211902951372624,-0.184139570332964,0.0859056570124489,-0.232636479820739,0.0291731068577659,-0.185794293057813,0.0830763399691123,-0.230461608181476,0.0307588708626925,-0.229190955333897,0.0317185509926723,-0.113432488261019,0.292672393645001,-0.133954322015399,0.213406817324502,-0.111598124505204,0.300597789223818,-0.134160352713518,0.21269712014789,0.0346366777264592,0.748686966848919,-0.0638995223874285,0.554209042616708,0.0724852233254124,0.502135879626733,-0.0764771838585172,0.478821137256945
s__Ruminococcus_gnavus,-0.0709330082153263,0.511358175636859,-0.275291036091242,0.00943438614991236,-0.205267724754679,0.0550435410214969,-0.0619665063961073,0.566280865238504,-0.213458725361162,0.0458395492380872,-0.212582537712896,0.0467588380038773,-0.272571611653264,0.010192385163536,-0.254572379521184,0.0166870292936232,-0.284392996749248,0.00724455611785088,-0.250102692609101,0.0187680926364549,-0.21404764211087,0.0452301074953706,-0.227864314373907,0.0327473082908948,-0.17446835690824,0.104002416674525,-0.246242432721038,0.0207411823689158,-0.238953752186159,0.0249535571165545,-0.134274230183788,0.212305574982122,-0.0364935548308783,0.735696676592654,-0.225430455209872,0.0347076932015652,-0.233765155279597,0.0283777679683606,-0.0425876487738387,0.693600145388776,-0.0751590277708117,0.48645487235759,-0.139425618630458,0.195125254633184,0.113535507624088,0.292231423501994,-0.0297328477534487,0.783322710386003,-0.139761100497874,0.194042201262676,0.0436768375975676,0.686168881788289,0.123163624665821,0.252948872636202
s__Ruminococcus_torques,-0.0573546174206949,0.595572422625108,0.190593262114779,0.0752885716008519,0.17754578856181,0.0979470161399751,0.0874064799171937,0.418070585251699,0.197701248205793,0.0648408888184241,0.207072867603731,0.0528949042895496,0.217346966044495,0.041938646991336,0.169311046482521,0.114800811906912,0.221731616898921,0.0378749067577601,0.200652903514204,0.0608629546220292,0.151476839242764,0.158892861023638,0.293941180066332,0.00544133128739272,0.291522554534492,0.00585575765691982,0.250457743279269,0.0185949978664736,0.332354916768812,0.00155813843894851,0.251863293083505,0.0179231642898003,0.24603196445511,0.0208536835513709,0.204903459613022,0.0554856731027338,0.209138893942723,0.0505207444324871,0.0462353099969966,0.668830950380892,0.243761080114198,0.0221011404461655,0.120805260837193,0.262218870295687,-0.0225661869113447,0.834690747205774,-0.00678410655733756,0.949980455978273,0.0761357178936376,0.48079245224264,-0.0156036854151887,0.885270376329511,-0.0845598182724479,0.433448731549052
s__Coprococcus_catus,0.145944263538395,0.174851101082715,0.150830330094017,0.16069971247576,0.0814073367432254,0.450847966875059,0.0679339643226636,0.529419589197166,0.0813420929980187,0.45121211589974,0.187930200401063,0.079534492207048,0.174760528130816,0.103415256006566,0.113528440720134,0.292261659078732,0.178096829195546,0.0968925625696446,0.183847106983505,0.0864135859792494,0.16772575235531,0.118288571265426,0.172035743097042,0.108992652744124,0.183735336523959,0.0866083289163935,0.169063928199157,0.115339197865213,0.130640010261983,0.225054736259713,0.174398892926603,0.104142396800925,0.0236698894967298,0.826728675867751,0.190304583993565,0.0757398576122749,0.167142348879964,0.119592454259675,0.229645534598211,0.0313723650549808,0.236981342402163,0.0262113904587621,0.159827135996513,0.136894994389555,-0.0707699585946849,0.512331932611336,0.148982617667386,0.165947708281444,0.132192655122024,0.219543704554013,0.0816261605793295,0.449627825831768,-0.0472475385118896,0.66201840070389
s__Coprococcus_comes,0.102387284144215,0.342497366787986,0.025582951995065,0.812969726255617,-0.0126404249975614,0.906949685357608,0.116756385614573,0.27866567899531,-0.0164696642751958,0.878950021845746,-0.0779669337286175,0.470271630846515,-0.0333820149876895,0.757504396298845,0.0107079209939753,0.921125745203616,-0.00157961955206894,0.988346291213276,-0.0931212248699358,0.388169698766738,0.0531813782080398,0.622648067898333,0.047046521412336,0.663369132704795,0.00746032996940243,0.945002041421389,0.0961039080082762,0.373085721262157,0.0705327952738381,0.513750001636338,-0.00556741681535268,0.958942534266809,0.0262798480907621,0.8079714007925,0.0641211934966264,0.552832639609672,0.0502716693466687,0.641830177103333,0.0390342030984825,0.718043154987125,0.122658847999239,0.254913875333164,0.0644161275076141,0.551003889143143,-0.028182964526781,0.794361471651873,-0.058285593147133,0.589605072553207,-0.0771171674854974,0.475138162636025,-0.0309265230628033,0.774849964388282,0.0211542718752992,0.844900468355418
s__Coprococcus_eutactus,0.0686974121528012,0.524791753041116,-0.00497950411790642,0.963274967582988,-0.129888873897199,0.227755410498672,-0.0148144515079036,0.891036870602134,0.123675242080886,0.250967844601524,0.0980217384580794,0.36357802768575,0.112651526392765,0.296029539518671,0.103653975616732,0.336527382945631,0.101714546916521,0.345694890752606,0.0378208858011704,0.726456025943741,0.231946480249854,0.0296685460123286,0.184536674906205,0.0852197916364182,0.0959207103231152,0.374001774349911,0.203077770516312,0.0577456362558988,0.133015445554631,0.216662145230086,0.126188201045717,0.241392034307085,0.0343874607186671,0.750435869691794,0.195964027728794,0.0672789845856321,0.197173209456607,0.0655742667597943,0.289088957098617,0.00630072123586421,0.223680847988644,0.0361769869792906,0.267728253430537,0.0116749243584591,-0.0618523632058235,0.566997555032645,-0.00905943425591354,0.933238035075101,-0.00981602251484998,0.927676933724004,-0.0472952491063593,0.661697968319884,-0.0903458021593605,0.402528213661741
s__Dorea_formicigenerans,-0.0115983835472292,0.914590344997207,0.0498780519985925,0.644443576968923,-0.0980051508832073,0.363659617144767,-0.0386172017816249,0.720930821977029,0.0181026214586689,0.867052775840929,0.0465391251371013,0.666783352409426,0.04370260412607,0.685993440258365,-0.0131486434903925,0.903226249746821,0.0332697052897346,0.758295211167931,0.0133897766040476,0.901460327007797,0.0100068421067975,0.926274902190079,0.0594999125651466,0.581862521071279,0.00674041226533873,0.950302205135445,0.0731061964151971,0.498470806691248,0.0155077013784433,0.885971365805067,-0.0276305852592637,0.79830561645583,0.0309905214122611,0.774396435350693,0.133362146706453,0.215455978609775,0.124638307733018,0.24726768949408,0.0309577380577149,0.774628747579433,0.103440701692653,0.337527922783362,0.200561058333642,0.0609836676907446,-0.0992549627896521,0.357543693372371,0.163990741712085,0.126828279721109,0.171847410735051,0.109386622966706,0.100813984166264,0.350004421898702,-0.0591144004249662,0.584315501465941
s__Dorea_longicatena,0.0199827686564108,0.853391292120879,0.0763455143466095,0.479580763542172,-0.0097286752830946,0.928318784320679,0.0343246618140842,0.750876765897338,0.111284628174347,0.301966181009486,0.108172389491833,0.315771502269896,0.131806445697236,0.220905558058536,0.0953163041016871,0.377033701201416,0.0684014082790175,0.526583638499511,0.0942868502838307,0.382231982873428,0.0932380824326433,0.387571946717379,0.113673859894318,0.291639902479041,0.121421502498414,0.259774661339204,0.162692627472249,0.129904169300821,0.0633928476591667,0.557361266074033,0.00638653753929562,0.952908301021232,0.0449110622610941,0.677783995239037,0.197961780404784,0.0644815001389719,0.133264511828938,0.215795166714919,-0.0229914924345971,0.831620589717743,0.120883249841748,0.261908681627087,0.0766952935220406,0.477564243122858,-0.181626634703689,0.0903480733833722,-0.0988468284561588,0.359533855853988,-0.0506968373659788,0.639012187624737,-0.0894916672072653,0.40700919584358,-0.219846639422461,0.0395796883333557
s__Eisenbergiella_massiliensis,0.240688961157712,0.0238898092402223,-0.134046755404015,0.213088212177603,0.0823445355286349,0.445635193261598,-0.00219440748643687,0.983811193570673,0.0593524275489909,0.582800397004894,0.103104062210371,0.339111029315009,0.143964445530008,0.180838119330466,0.0742628379250382,0.491681580971307,0.0408383278098238,0.705595882509503,0.140567636049194,0.191456175065545,0.0640456333620633,0.553301623461658,-0.0171975999201819,0.873643016760548,0.056274921992405,0.602526718147731,0.035286102879252,0.74413555074164,0.0175870319691074,0.870806143823661,0.0496580478542045,0.645906167559431,-0.0833386120843997,0.440143126054139,0.108075312324695,0.316208564960251,0.0991244391187133,0.358179416233521,0.0112638625432638,0.917044864118392,-0.0965422054527735,0.370899625504862,0.150632790046412,0.161254824257126,0.177466871114059,0.098098764532432,0.0588263077979552,0.586151690582319,-0.193759030688317,0.0704797556391691,0.104883803485188,0.330794464847606,0.107564492321452,0.31851481220606
s__Eisenbergiella_tayi,0.0267445140375685,0.804642952741398,-0.0860831684117416,0.425179712019653,-0.12095613004026,0.261619037645421,-0.0166100120258476,0.877926395094346,0.164795524319898,0.124949501950284,0.137692203971173,0.200790749815572,0.148445277114546,0.167497410109771,0.131105628746703,0.223391954312724,0.0739464023967426,0.49353412720939,0.113263790849161,0.293395443403929,0.143355471260365,0.182709401302115,0.210277462019748,0.0492503109357514,0.205943983556053,0.0542303740001143,0.10247904310605,0.342062680303865,0.150605055875521,0.161332874443422,0.090438696518154,0.402042627492979,-0.00382013956380889,0.971821534584147,0.163197253920319,0.128701764047592,0.1309988806648,0.223772400118259,0.0444471821310428,0.680930903454228,-0.111073157083553,0.302891535702061,0.0667532953624544,0.536616438739787,0.104227009033592,0.333848384942048,0.174673516326205,0.103589847589165,0.0596603146066312,0.580843291481532,0.148838459099819,0.16636242086308,-0.133826127657488,0.213849244422091
s__Fusicatenibacter_saccharivorans,-0.0153090851748857,0.887422175110816,-0.00147657632163657,0.989106448894136,0.0642267038108975,0.552178082718374,0.0514066538570757,0.634318969550301,0.129508570052659,0.22913139170955,0.129516265682631,0.229103490579713,0.119660021060285,0.266802594804193,0.0903357573390455,0.402580741583293,0.0913668233264574,0.397210018233032,0.106443382619324,0.32361423061856,0.0508541520098734,0.637970808644666,0.13111792809235,0.223348149169731,0.118302539504123,0.272305543804234,0.162677252598501,0.12994093800104,0.107123571701452,0.320514157857735,0.0863903626158758,0.423523243144971,0.050663688892415,0.639231710563552,0.13893549200095,0.196715374639023,0.0943309654889986,0.382008339298439,-0.0546799209479654,0.612865256625791,0.165009800595723,0.124452882224802,-0.0769525850095979,0.476083839596702,-0.268367852033735,0.0114689535071852,-0.309086425320368,0.00338811329445826,0.0846464846056824,0.432975853889566,-0.329599021901127,0.00171373316286579,-0.0653566878293164,0.54519150851883
s__Clostridium_aldenense,-0.0628508409391823,0.560742768518211,-0.143293833250464,0.182899588207791,-0.0755404995053629,0.484239061452688,-0.00449235656516997,0.966865657301901,-0.1583822943105,0.140526306209177,-0.145550562719271,0.176029931227212,-0.113958760702374,0.29042430943904,-0.150902325467027,0.160497749767665,-0.191997646945225,0.0731237952557736,-0.156321355570299,0.145831360843471,-0.222894213844473,0.0368543688888913,-0.273691876294307,0.00987390740680128,-0.240142836473875,0.0242203572599104,-0.250749531845708,0.0184537737099994,-0.1832949219597,0.0873790748017243,-0.155727336774403,0.147388033733198,-0.0878757278229661,0.41556629524879,-0.21365556520323,0.0456350974416709,-0.213139225747829,0.0461730175715063,-0.184140055652652,0.0859048161186716,-0.203021288172942,0.057816735140635,-0.122904915051373,0.253954682646608,-0.0198993808245623,0.853996319242077,0.0533454916883347,0.621573460796943,-0.0666920985165252,0.536990781934061,0.157560646353916,0.142623553986763,-0.025377694971157,0.814443322310905
s__Clostridium_asparagiforme,-0.0839149257251145,0.436976662328535,-0.197285212359859,0.0654181503635093,-0.138159085113584,0.199253320966695,0.0152206032988053,0.888068618292434,-0.0376505456496887,0.727639752290254,-0.0294065181838551,0.785643455112139,-0.0287151276391827,0.790566553531234,-0.0784990708565586,0.467237958001916,-0.0871186783979416,0.419610839275949,-0.114143866379309,0.289636312291023,-0.0862683431783218,0.424180758209618,-0.126163369899839,0.241485401548738,-0.195900408281955,0.0673696588941607,-0.163543305594421,0.127882128754318,-0.111049310923042,0.302995997767366,-0.159281470360335,0.138257961760172,-0.171014251104361,0.111142783740862,-0.148506565629132,0.167320115030335,-0.146922095252229,0.171948311559209,-0.0420764699074487,0.69709785106012,-0.226435977599127,0.0338861614639591,-0.0715303173579031,0.507799082376887,-0.156556533375346,0.145218487229937,-0.101601707869339,0.346233039883948,-0.0404360461113005,0.708364801170283,-0.0575417383075274,0.594370847463978,0.0399388727851067,0.711792098123514
s__Clostridium_bolteae,0.0343306036828021,0.750835046021416,-0.147002156796764,0.171712219582578,-0.0872793218539717,0.418750705075231,-0.0183619065443427,0.865166349376829,-0.0769524693272435,0.47608450465396,-0.108998250978528,0.312069062184618,-0.0403221380450203,0.709149524617053,-0.0668504516373395,0.536022395509245,-0.130383805055092,0.22597337250932,-0.0494722889799494,0.64714214346659,-0.12192326768432,0.257795983052499,-0.145378617734871,0.176546596316416,-0.102434350902994,0.342274355770899,-0.127575604992751,0.236214901150079,-0.0917573851463416,0.395186758533839,-0.0663407247143899,0.539142640587339,-0.0851028300344402,0.43049073844925,-0.102163175032179,0.343560488809016,-0.10932466659144,0.310613482371501,-0.158232044341942,0.140908066630142,-0.110541304055057,0.30522699627681,-0.15481734752459,0.149796886214465,-0.0186562920320533,0.863025465452466,-0.199440908215097,0.0624716308432874,-0.211838558913515,0.0475513305135695,-0.086837213089672,0.421120348215079,-0.0673445040697954,0.533006649332912
s__Clostridium_citroniae,0.0485123816173166,0.653544221684939,-0.198106726938471,0.0642822553235873,-0.1743411943379,0.104258779683228,-0.086664077669653,0.422050432979953,-0.096074351100002,0.373233423811639,-0.094671469088942,0.38028479868372,-0.114528338024095,0.288004135603436,-0.13153438663615,0.221868459009963,-0.132113196545763,0.219823406884088,-0.185049877822718,0.0843398563004168,-0.198121674886645,0.0642617361709974,-0.223768509358486,0.0361021503794378,-0.280373426970734,0.00814926051129911,-0.18130518267727,0.0909292095331173,-0.182159899781693,0.0893904907717028,-0.217167085766683,0.0421128165277356,-0.277084051264729,0.0089620571619881,-0.218170760791682,0.0411486397072889,-0.206674531233358,0.0533630195540703,-0.19422876512431,0.0697877998370236,-0.153795488587724,0.152536904736728,-0.184072068237458,0.0860226788312216,-0.178029333039945,0.0970212396836366,-0.152017339614283,0.157393909827862,-0.104719533002486,0.331556608705704,-0.0594829604917291,0.581970286203884,-0.135691870270037,0.207474073044597
s__Clostridium_clostridioforme,0.0490494783506358,0.649958943445387,-0.0911414959843321,0.398380086826067,-0.0292656961565531,0.786645513078745,-0.0660416151145832,0.540977765032114,-0.0970560951072831,0.368346470314317,-0.0960764723760037,0.373222822131478,-0.0372219295767088,0.73062110764607,-0.0577396216606821,0.593101348133475,-0.085557258725869,0.428024162440741,-0.0372560218183557,0.730383822713814,-0.100996098877103,0.349130244411582,-0.0941746003195326,0.38280139355925,-0.0904422859156734,0.402023871584972,-0.144863321520149,0.17810162153602,-0.064240566881747,0.552092107842036,-0.0385861350473526,0.721146111251535,-0.104898973370636,0.330724139361513,-0.2024261171258,0.058570278762125,-0.188715561487706,0.0782629106686575,-0.0633378596637034,0.557703883262168,-0.102616336428856,0.341412933265066,-0.200104089599952,0.0615871659452708,0.123813954973436,0.250432574073878,-0.0961929857683329,0.372640794695586,-0.1845873875379,0.0851325166154401,-0.018050218025814,0.867434127310409,0.0672364199147981,0.53366568480998
s__Clostridium_lavalense,0.0307870246044485,0.775838791910855,-0.0262984132850442,0.807838350535637,0.0188966461200987,0.86127825033713,-0.0247068130746796,0.81926424167706,0.000747527892411333,0.994484932450594,-0.0207063517571115,0.848144870296591,-0.00946176275968244,0.930280410458106,0.0219945197548069,0.83882134179346,-0.0402309762934469,0.709777765089411,-0.0608831259878327,0.573100409613784,-0.0268805129321953,0.803669434107657,-0.0781097411632985,0.469456449018818,-0.128825289367557,0.231618157746813,-0.0542899522865568,0.615404634451444,-0.0601280995481331,0.577875583119288,-0.105160134770029,0.329514921690477,-0.123487746614761,0.251692605112699,-0.0234475315201468,0.828331378773046,-0.0368339841569337,0.733323020160263,-0.122859489137968,0.254131571152972,-0.160470024855756,0.135302277560906,-0.0638209950986988,0.554697030113039,0.144406208914889,0.179489426438549,0.0267235110083909,0.804793324950228,-0.0911533634344005,0.398318411288704,0.0823021090515022,0.445870441120199,-0.129999855114712,0.22735496087673
s__Clostridium_saccharolyticum,-0.0439301503488874,0.68444482508139,0.105722443553552,0.326920909831593,-0.0866024420992873,0.422381825035592,0.162003745047244,0.131559418589463,0.0959380363652546,0.373915079538861,0.0553503893029078,0.608510003920931,0.0403695787701381,0.708822664074465,0.0656099161818604,0.543631758231197,0.0211037055411225,0.845266605134342,-0.0134947879174802,0.900691432665534,0.0785157293027294,0.467143161887903,-0.0169981122745627,0.875096833513038,-0.0747206940081928,0.489007604686945,0.0365727123858372,0.735144525337158,0.0199804897755391,0.853407825599972,-0.0327561064022516,0.761914809662151,0.0599670351670694,0.578896611863642,-0.00523527114855949,0.961390036482122,-0.0216011706667876,0.841666037742918,-0.0469905015079781,0.66374574962866,-0.126868518066154,0.238843691702526,0.0936182992617088,0.385630872547725,-0.12522090621787,0.245047620309983,0.0586702235703158,0.587147606976546,-0.0368429659611717,0.733260427978547,0.165534521831613,0.123243144213552,-0.115097263662004,0.285600108288556
s__Clostridium_scindens,-0.00869648646471385,0.935906939742015,-0.105395215881701,0.328428869288362,0.0429819642720943,0.69090643958599,-0.00945224446425211,0.930350371233309,-0.0405298220882867,0.707718997751305,-0.0720764510620618,0.504556134684281,-0.0687493303226179,0.524477778336368,-0.0483217428148513,0.654818688708494,-0.0798521850539489,0.45957219889698,-0.028778504889569,0.790114925881807,-0.152956463360175,0.154814546729144,-0.164124668697542,0.126514135599782,-0.190588986609215,0.0752952396629278,-0.0958735174419323,0.374237976666737,-0.0550970417994946,0.610154116280181,-0.114510379892275,0.288080236338659,-0.127737777878023,0.235614823879112,-0.192093590287764,0.0729777492149983,-0.203880465670184,0.0567429143084554,-0.242905393198443,0.0225874570517365,-0.155091441532648,0.149068241549056,-0.241979000410852,0.0231242297250269,-0.0805556284717954,0.455614502952004,-0.0452137502857715,0.675733564838477,0.0901875939305899,0.403356009345755,-0.00596737937465729,0.955995812097251,-0.0922577087508322,0.392603852469086
s__Clostridium_symbiosum,-0.00576179032139984,0.957510417131057,-0.0292780070983172,0.786557897303541,0.00359300890466179,0.973496292017184,-0.0445002358682265,0.680570715435819,-0.000214729362897758,0.998415770898508,-0.00717083060368501,0.947133113369317,0.0222999151574724,0.836614149816814,0.00303345978681633,0.977622625617843,-0.0105130173289815,0.92255692147249,0.033393839240107,0.757421151776784,-0.0593274537739244,0.582959276983761,-0.0450655594916734,0.676737125777232,-0.0314545784216599,0.77111013226477,-0.0491877024520655,0.64903753955096,-0.00687358395260213,0.949321601461968,-0.0297892067883769,0.782922095225899,-0.0697792424572759,0.518268994809162,0.0767984442493598,0.476970437644304,0.0791709765054056,0.46342275307097,-0.156563159327322,0.145201248105719,-0.0950059300486895,0.378596422688451,0.0106038369921364,0.921890002381815,-0.106048573546696,0.32542241171659,0.0063491004841456,0.953184034095395,-0.0557510053285517,0.605914149382279,0.0377158702477959,0.727185723491477,-0.0181422678465718,0.866764280426394
s__Lachnoclostridium_sp_An138,-0.0224238612471271,0.835718710441337,-0.0304972161778692,0.777894223724683,-0.102829253726638,0.340406828461074,0.0488486997515469,0.65129827343984,0.139603107789939,0.19455171594241,0.0991617827233069,0.357997460807505,0.133772142421353,0.21403575380456,0.13401577366265,0.213194964360702,0.0672151103805222,0.53379566590599,0.0963339874350492,0.371937178593115,0.0982434787089536,0.362488432453161,0.0634826885877224,0.556801705226679,0.0488044005611011,0.651593928338543,0.0892681360681958,0.408186697741733,0.0358330394106884,0.740309205757229,0.0230185106075933,0.831425638073908,0.0205167271656349,0.849519135763213,0.0871055885487885,0.419680971262445,0.091915130972125,0.394371313128355,0.01067408806917,0.921374162267442,-0.0348889282556861,0.746918068474291,-0.0959540927590574,0.373834748609873,-0.169936943667986,0.113445886949509,-0.226650028667049,0.0337134025510408,0.0647326070816318,0.549044801721584,-0.219116081220953,0.0402573907724306,-0.0613204778149609,0.570342811368146
s__Eubacterium_rectale,-0.0747282130702539,0.488963756106183,0.165828197804481,0.122570026594297,0.0977784738934116,0.364775702545719,0.106151522670337,0.324950295259325,0.254292288304999,0.0168113283192956,0.229730437822821,0.0313080610072856,0.242035418337902,0.0230912315416056,0.24280429668023,0.022645512703512,0.248004518354067,0.0198195230043801,0.228513437114386,0.0322404854927849,0.276182351790604,0.00919693068945112,0.234652501521679,0.0277654417279685,0.164986689910379,0.124506372071194,0.285715082234659,0.00696698263236541,0.168294021397986,0.117029070974646,0.168554407501613,0.116455423762342,0.152947839999412,0.154838086972714,0.241708617737192,0.0232829323051932,0.239977770751862,0.0243210284554513,0.11162412275422,0.300484491087646,0.112717351914219,0.295745599990096,-0.0629805011267482,0.559932949745233,-0.288413348859172,0.0064294375606569,-0.134841965665453,0.210361160788191,0.107094708736784,0.320645316809904,-0.191795760458512,0.0734318763813612,-0.227381233063124,0.0331288245247197
s__Lachnospira_pectinoschiza,0.22412037932577,0.0358030620734316,0.117978204427676,0.273631545048526,0.0273644917353012,0.800207412806674,0.00796365863839382,0.941297851542066,0.181478946925482,0.0906147046979285,0.211534804696707,0.0478780656879498,0.226538354364493,0.0338034414432692,0.192581970305491,0.0722379623604066,0.125433156462227,0.244242237765779,0.161679115787335,0.132344984700365,0.190825301616221,0.074927393449691,0.100530626141295,0.351367292463748,0.109266031312434,0.310874628829346,0.211914717879623,0.0474696990255934,0.139790153677803,0.193948611770575,0.176094119612023,0.10076802145842,0.0835296542892409,0.439092044861462,0.209515727878147,0.0500973134707824,0.244042328937116,0.0219432631784388,0.109941510553088,0.307874839543796,0.120971529849534,0.261557862830511,0.0492819822430189,0.648409371520932,-0.0575694127025208,0.594193231984843,-0.0886414449540129,0.411498549295134,-0.0416077261336175,0.700310768318569,-0.134279444085627,0.21228766026633,-0.133292994889979,0.215696176228787
s__Roseburia_faecis,0.0613952429574039,0.569872023462364,-0.0481856228860432,0.655729289030906,0.0211183569073057,0.845160515279714,0.0390320990888904,0.718057715027149,0.15890167830411,0.139212655298865,0.104021863945172,0.334805904980329,0.0871274480266054,0.419563857686937,0.137793475416273,0.200456545150056,0.16262147908791,0.130074385841244,0.101505561970486,0.346691989864789,0.065443580834116,0.544656048533701,0.131613697085787,0.221587450350833,0.119592155366228,0.267075910411457,0.131196140851409,0.22306972917648,0.115808625301731,0.282613009646953,0.0669160360236363,0.53562157646238,-0.0246565904758432,0.819625410987338,0.0188517930197903,0.86160425233349,-0.0328225979707361,0.761445918686469,-0.110531985429761,0.305268020347569,-0.00454823386233568,0.966453759468943,-0.0241627545779568,0.823178758631107,-0.141683781394758,0.18791865609656,-0.0441595538140167,0.682884888342735,0.0971663328248634,0.367800180131235,-0.0998129651915465,0.354833787463708,-0.0937110845506595,0.385158074408722
s__Roseburia_hominis,0.0233831314518093,0.828795690468475,-0.0691147846347082,0.522270374598027,-0.148611115546896,0.167017993343632,0.0856007273787827,0.427788644891636,0.0778916470312026,0.470701695803643,0.0106750574328337,0.921367044643748,0.023873912709122,0.825258748935949,0.083651003497061,0.438425138750104,0.0362678931593497,0.737271480210616,-0.0500459140221062,0.643328536252474,0.0648955311242657,0.548037579528883,0.0133217382133238,0.901958553617252,-0.0756940356067686,0.483348753825076,0.130921188538994,0.224049577734817,0.0491760269882896,0.649115347990253,-0.0468453448207983,0.664722013521021,0.0310570814641124,0.773924832847431,0.0900866719712487,0.403884587997363,0.067299895030688,0.533278600769757,-0.153835482504138,0.15242896506087,0.0245652575151834,0.820282316431872,0.088909889778862,0.410077994969248,-0.378687536223535,0.000274667466786829,-0.121945436746635,0.257708798343533,0.0700281092457017,0.516774331965872,-0.167905580569723,0.117888879033555,-0.0727295582576907,0.500692110340833
