,BMI_estimate,BMI_p.value,wasit_estimate,wasit_p.value,SBP_estimate,SBP_p.value,DBP_estimate,DBP_p.value,HR_estimate,HR_p.value,RASBP_estimate,RASBP_p.value,RAMSBP_estimate,RAMSBP_p.value,RADBP_estimate,RADBP_p.value,LASBP_estimate,LASBP_p.value,LAMSBP_estimate,LAMSBP_p.value,LADBP_estimate,LADBP_p.value,RLSBP_estimate,RLSBP_p.value,RLMSBP_estimate,RLMSBP_p.value,RLDBP_estimate,RLDBP_p.value,LLSBP_estimate,LLSBP_p.value,LLMSBP_estimate,LLMSBP_p.value,LLDBP_estimate,LLDBP_p.value,hrbpm_estimate,hrbpm_p.value,RbaPWV_estimate,RbaPWV_p.value,LbaPWV_estimate,LbaPWV_p.value,RABI_estimate,RABI_p.value,LABI_estimate,LABI_p.value,Cardiovascular_incidence_estimate,Cardiovascular_incidence_p.value,TG_estimate,TG_p.value,TC_estimate,TC_p.value,HDLC_estimate,HDLC_p.value,LDLC_estimate,LDLC_p.value,Glum_estimate,Glum_p.value
s__Eubacterium_sp_CAG_180,-0.0757467126935966,0.48049559773023,-0.0435743109023423,0.685138930760479,0.21313894651675,0.0449170255838821,-0.0121937991221259,0.909702297497604,0.152570635996856,0.153472560924752,0.137999689276069,0.197167873009993,0.111895453379182,0.296494851864057,0.0434343623014768,0.686097125938226,0.188811860370058,0.0763874941756285,0.1682260313579,0.115058285668155,0.0337361471577124,0.753630148333446,0.230002461196024,0.0301339999962479,0.16702705014892,0.11770806705927,0.0991869969501461,0.355078598596466,0.251376740700979,0.0174895903657291,0.178856327611234,0.0935373798825839,0.130814112883278,0.221741449882987,0.32076858659651,0.00217841583230036,0.261959628299893,0.0131435665492397,0.273759257901627,0.00943373001116822,0.16230173788224,0.128611286834639,0.138889740738256,0.194266128174808,0.281606595407143,0.00750754015728859,-0.151569117988846,0.156222130134229,0.0658174458079421,0.540003376434916,0.0903907551035843,0.399555052009305,0.00607081145479828,0.954973127420245,0.133891587868242,0.21096532602199
s__Eubacterium_sp_CAG_251,-0.0483269545848509,0.652902661314946,0.042029731063688,0.695741559822401,0.0213029103650107,0.842925609324616,-0.0885708203488868,0.409151824460224,-0.0135352274228826,0.899817640929751,0.128914810028135,0.228582325715183,0.137553317537958,0.198634816002156,0.152229436657064,0.154405199327131,0.145403141067548,0.173963970651067,0.100929185871589,0.34664864219901,0.0816341937358893,0.446944430190294,0.247283263913366,0.0194758337842375,0.202656278042198,0.0568265746714876,0.131499921574923,0.219307098774307,0.175728216006811,0.0995115801201959,0.20504530399654,0.0539071353479062,0.126861447793061,0.236142718000915,-0.0213149844527,0.842837722628665,0.215179932598623,0.0428576112923402,0.189424209601091,0.0754209694432273,0.204548018716435,0.0545044680247816,-0.0190233050538473,0.859552009567227,0.259883246736238,0.0139133824461825,-0.0440624045598836,0.681800970147941,0.0684424265747175,0.523926348378113,-0.0218578008641383,0.838888591267555,0.0414231647829152,0.699921453147778,0.0552177698686184,0.607285744714179
s__Eubacterium_sp_CAG_274,0.209607843195968,0.0486734259367971,0.23334982746705,0.0277519080444503,0.0144757950263488,0.892895833020339,0.123898883893418,0.247354212848002,0.0942834390000026,0.37948039761483,0.151589130443904,0.156166830773338,0.150170497574609,0.160123120519508,0.166883770838743,0.118027840171106,0.127531644721957,0.233656215401421,0.105970851740429,0.322966194734102,0.149683072875582,0.161499495618866,0.114990128102014,0.283251692838094,0.187381003194644,0.0786846514065023,0.211696072550552,0.0464218667140715,0.150246713550315,0.159908694357167,0.186920364330139,0.0794358216900041,0.20588089061808,0.0529155367540972,0.104555190568489,0.329508856751919,0.0339722133306124,0.751961675913394,-0.0542079339261347,0.61388304146544,0.0722741664827284,0.500899341787569,0.0738674273841552,0.491482149245799,-0.150798307098543,0.158363195609117,-0.00565946463599745,0.958021195616467,-0.207789294615182,0.0507069049453895,-0.192996905351623,0.0699757937761428,-0.135422256325911,0.205746381316486,0.0895185329428374,0.404137691514867
s__Eubacterium_sp_CAG_38,-0.0203473053916797,0.849887421518167,-0.0117444897863766,0.913016297141268,0.0135678155867449,0.899577690399466,-0.046775316035914,0.66336087603085,-0.0869280815874433,0.417928832996714,0.0518559345196943,0.629367628374877,0.00258089263047779,0.980849474323096,-0.0173837370773757,0.871548657137937,-0.0167487679563335,0.876202664649661,-0.0134289694345656,0.900600093539327,-0.0554157344204056,0.605996089572014,-0.0231092171835319,0.829799541867261,-0.0642211556926997,0.549897248612487,-0.0644669811786609,0.548367912622154,0.00542606357349176,0.959750961881451,-0.120073677925411,0.262364480081829,-0.0837379470836234,0.435281263665936,-0.0962362300603295,0.369643685036382,0.00259855388513752,0.980718450729695,-0.0378726605953966,0.724564116304026,-0.107556671105582,0.315736681734798,-0.0370889900993513,0.730042303007781,-0.0694743681286478,0.517672804439727,-0.0458405308778629,0.669692851293517,-0.142022412355956,0.184298104740126,-0.11781962911027,0.271493181797799,-0.0945209153720401,0.378275789886889,-0.252653900561198,0.0169067372806351
s__Eubacterium_sp_OM08_24,-0.0090223441368347,0.933123964577193,0.0338125054083917,0.753090338110607,0.00123600191640199,0.990828054032047,-0.108295326725314,0.312405193648974,-0.234689646640971,0.0268442010583276,0.0893176315783687,0.405197586079016,0.0653684427753053,0.54277744533904,0.0109283328618284,0.919039842608619,0.0496108045708412,0.644299647579432,0.0406992283732463,0.704921861010904,-0.0143529867040008,0.893799158199573,0.118342621307048,0.269356302218044,0.104388488686099,0.33028480498915,0.0458210628566546,0.66982496974359,0.14351936819391,0.179668470664125,0.0780017604614237,0.467487838238522,0.00357344894710361,0.973486884412198,-0.0864052718019778,0.420744851681247,0.114711249693209,0.284428700914584,0.114867093849517,0.283770559389957,0.0411926386037581,0.701512379867164,0.04686446238261,0.662758246910876,0.20224678522995,0.0573397278016258,0.122227723397758,0.253837593815973,0.0467154002980732,0.663766026622087,-0.0300202937516729,0.780037472705838,-0.0294439810520114,0.78415641586669,-0.115098754361021,0.282794113709786
s__Eubacterium_ventriosum,0.00490648723501606,0.963602268076986,0.0741496184052176,0.489824012487597,0.111943857164744,0.296284632917855,0.0110897246291129,0.917848337475948,0.0282605405941316,0.792633075318804,0.267072878328466,0.0114036875450177,0.239199628854048,0.0239716003745253,0.229939357869612,0.0301805144413024,0.252648534146312,0.0169091508488532,0.233172354695653,0.0278740714959984,0.179757240957759,0.0918702795366557,0.249676650513644,0.0182922539936778,0.243505394548219,0.0214777451671022,0.154811224087076,0.147452417112758,0.279288361520951,0.00803683175958291,0.227201017536877,0.0322581974543686,0.130297628910854,0.223587278612973,0.0856465639617029,0.424850899089681,0.244015665754369,0.0211974669581031,0.22085015254291,0.0375440658938663,0.00648547005227335,0.95190117393688,0.123532475015509,0.248765874961434,0.106670669681744,0.319762856043878,-0.0767496354354031,0.474686652725646,-0.11951123032303,0.26462259185502,3.44376457799185e-05,0.999744444524836,-0.119667201338018,0.263995085387751,-0.052952431881322,0.622128268339246
s__Anaerostipes_hadrus,0.182151752580223,0.087553240687234,0.197555202720906,0.0634935688323356,-0.0296797432503157,0.782470683240164,0.0596042001528043,0.578997591904491,0.0983367841280221,0.359238302906233,0.0568423746440943,0.596737981732575,0.060241528527531,0.574938592726584,0.103852818145379,0.332786054084315,-0.00827065800817715,0.938684382606798,0.00399720750955881,0.970344165933681,0.0522827408618014,0.62654553019486,-0.0302741361228992,0.778225160806706,0.0038738075425849,0.971259291916811,0.010986999555028,0.918606703885748,-0.0013791929279836,0.989765536978185,-0.0107015154967616,0.920714665932062,0.0292709092563131,0.785394537619244,-0.0692593252783078,0.518972822010218,-0.0651166160858334,0.544336350574777,-0.0642096395642076,0.549968943659491,-0.192440526002901,0.070802303287736,-0.152828809088209,0.152769669647893,-0.135977281842324,0.203876939134429,-0.0221888264036182,0.836482242737498,-0.0342728461929286,0.74983850676908,-0.0488370806107469,0.649478819015616,0.0339325776621096,0.75224173422994,-0.170020562040135,0.111178764696799
s__Blautia_coccoides,-0.0960745655362942,0.370452067757013,-0.152740789130663,0.153009038193166,-0.102461580551854,0.339338240446734,-0.0546688867448606,0.610867764826591,0.0349696211646782,0.744924829668931,-0.104344141001057,0.33049142598393,-0.110503264384083,0.30258313113114,-0.121879200009437,0.255204229004248,-0.0787397426697093,0.463272988909284,-0.0776240816257251,0.469652933813734,-0.136561819553004,0.201921260291978,-0.162472649558176,0.128203931079509,-0.146383600986648,0.17104805110528,-0.195850612775446,0.0658580755271079,-0.212997363077138,0.0450628777882934,-0.154082882041472,0.149389588871988,-0.162785488911182,0.127460855017919,-0.179791207483802,0.0918078879076906,-0.305727925394296,0.00357330329876864,-0.284852526186515,0.00681811095414689,-0.185601812720355,0.0816177101074085,-0.318572444239012,0.00234534656918504,-0.29761712553465,0.00461842140747306,0.0131333193685597,0.902777670958116,0.223377782620508,0.0353594459658363,0.168506767903735,0.114444563157659,0.15649606212246,0.143043636103363,-0.195496648820573,0.0663579051324889
s__Blautia_hansenii,0.0887814961081995,0.408034053885525,0.0668286008240819,0.533781813250728,-0.180791673061617,0.0899851355530875,-0.174239135351542,0.102458623967568,-0.224951551113102,0.0340538600249194,-0.14100963352224,0.187479160051159,-0.1519372569484,0.155207204449754,-0.147133488461435,0.168842253257863,-0.145088822011313,0.174906444934989,-0.181141025861373,0.0893554333279186,-0.100658553265665,0.347949876349223,-0.158637639965224,0.137584063492067,-0.14192343315671,0.184607247929324,-0.111801735573618,0.296902149466969,-0.197790709067428,0.0631723760874452,-0.0895673971573472,0.403880145472598,-0.0900467717139125,0.401358654566752,-0.197014305158494,0.0642362866461719,-0.237617973785914,0.0249476739735936,-0.226415002927289,0.0328763614472065,-0.0746930340122178,0.486639287862652,-0.121300358517516,0.257485080553318,-0.188012343478866,0.0776643538679238,0.104861737010936,0.328085004845305,-0.0557981117071566,0.603508480075699,-0.0503866266864569,0.639123412700792,-0.04130544732428,0.700733693641649,-0.0486542364748477,0.650705192981434
s__Blautia_hydrogenotrophica,-0.123139820524259,0.250284787666396,-0.121161031099928,0.258036151198042,-0.148250617557727,0.165595210189453,-0.119167581860825,0.266008729505465,-0.0315561412207302,0.769090550237873,-0.086184301308123,0.421938351678571,-0.112924830944906,0.292045358576095,-0.0599038707591115,0.577087411126866,-0.0743217601513765,0.488813972911104,-0.0724247028197619,0.500005574306989,-0.0614993173985529,0.566967059710973,-0.0381271384067856,0.722788170113567,-0.0935114669056943,0.383412243627609,-0.11866327530404,0.268051774491581,-0.0100788402999802,0.925314265397774,-0.12806390867037,0.231694495673726,-0.174984669585237,0.100974718563155,0.0357790876961522,0.739229241836665,0.0421055234242448,0.695219903784222,0.00436021338807764,0.967652365260923,0.137955115647116,0.197314007260347,0.116372112276376,0.277466912397302,0.0332026880320742,0.75740469466377,-0.0483254176906495,0.652912987484338,-0.0137400793551588,0.898309442123526,-0.0289639413256558,0.787591837053295,-0.0299290599737295,0.780689125412896,-0.0555316611389143,0.605241435696261
s__Blautia_obeum,-0.0542505445371056,0.613604038076749,-0.0824967267097014,0.442141570415039,0.0327228854704376,0.760804453822207,-0.0222354292093311,0.836143589670808,0.0264817383106666,0.805419280904259,0.187894817229349,0.0778534795675453,0.172443080356728,0.106103486083391,0.18621435505137,0.0805982292469758,0.132990161650022,0.21408247857617,0.132054788218059,0.217351385327342,0.15174338076185,0.155741088591009,0.142993866697139,0.181283913248239,0.184148118111146,0.0840783243859629,0.139590175765088,0.192004320642302,0.191181588684425,0.0727015208468366,0.15649495765393,0.143046493282374,0.0609496609502754,0.570444229510922,-0.116011873371377,0.278967142427934,0.161320054109196,0.130970228029176,0.153801165973007,0.150143965666826,0.0588700237037342,0.583689717449811,0.145015765013591,0.175126039028243,0.0970838043612575,0.365423153928991,-0.218285616203912,0.0398747956258717,-0.0111263409893135,0.917578035432733,0.138866475784584,0.194341582410912,-0.0436954619789893,0.684309839509941,-0.212200920565789,0.0458906629412759
s__Blautia_producta,-0.0734126460989886,0.494160635014785,-0.0512771292987833,0.633203268882669,-0.0479435001083081,0.655481057709646,0.0386358925619305,0.719242087928404,-0.0615963018404763,0.566354566167392,-0.0922426887917643,0.389927457993289,-0.072803596820453,0.497759682667683,-0.0831285308888351,0.438641977231699,-0.0654866395383186,0.542046515891238,-0.0518896840651566,0.629144277600566,-0.0343810606458845,0.749074715047703,-0.121030455425353,0.258553335772969,-0.154958994098991,0.147061705919189,-0.154181403816243,0.1491264400243,-0.145811247275759,0.172745847928578,-0.145989251937589,0.172216503872984,-0.104442767984387,0.330032023312523,-0.0727449179986459,0.498107155331342,-0.165749885820463,0.120582132230356,-0.146143071402818,0.171760042127915,-0.106800471072217,0.319170957583792,-0.171332347652159,0.108407640205377,-0.200780601620467,0.0592082022197583,0.227795858793783,0.0317969136448357,0.151183894732696,0.157289443796844,-0.0027722234820674,0.979430075432607,0.192522694521411,0.0706797480235652,-0.0738906249265673,0.491345730321004
s__Blautia_sp_CAG_257,0.10632318729416,0.321350856732337,0.156318233213684,0.143504220960066,-0.125977365471383,0.239450803293164,-0.035315685097068,0.742488148627719,-0.0340133786569212,0.751670843287984,-0.0817572284485384,0.44625755550731,-0.0619423659123761,0.564171586455507,-0.0548061697405414,0.609970990634188,-0.0582280185677221,0.587806983722437,-0.109963729357533,0.304964422131309,-0.0303141383051181,0.777939672356337,-0.0876110967618668,0.414266382940393,-0.0297239348627061,0.782154818466506,0.0119109025597015,0.911788699415436,-0.0989148882840077,0.356406639874327,-0.0160239971031205,0.881520010567092,-0.0150419964467201,0.888732882332255,-0.0416812721108228,0.6981417156852,-0.0703153140817822,0.512604905895085,-0.121459065580213,0.25685833727831,-0.0571958758855632,0.594453771531668,-0.0794142963824708,0.45943867652467,-0.0194793142115519,0.856220944353068,0.0760206934208705,0.478904928345479,0.0447661843555369,0.676998749619274,0.00462427437056221,0.965694497346418,0.0129477194503906,0.904145054689005,0.184183462441735,0.0840178063989361
s__Blautia_wexlerae,-0.0845250255362615,0.430255046238981,-0.0587736980067517,0.584306624794602,-0.0552554406425655,0.60704024285031,-0.0956998936108778,0.372329709829249,0.0307049118827347,0.77515234558773,-0.14655910648614,0.170529909869995,-0.12268680095072,0.252045103820437,-0.119623415686323,0.264171143011629,-0.162722884445756,0.127609293040673,-0.0715814922320692,0.505022599258273,-0.144779740501429,0.175836860968708,-0.162090613132828,0.129115851284579,-0.146552825164632,0.170548434124608,-0.234408318657925,0.0270326782126246,-0.154625353826164,0.147944973749213,-0.200966142498316,0.0589690435026061,-0.24633955382648,0.0199602715675508,-0.195428894311884,0.0664539299541307,-0.244415880832208,0.0209798357425133,-0.242090971493211,0.0222712795085975,-0.10857413556405,0.311153646710052,-0.129977659959163,0.224736197745918,-0.124039336408118,0.246814556118084,-0.157009808716653,0.141719271071698,0.0271809453095566,0.800387009389777,-0.0192662974839533,0.857776683838255,0.046862630063221,0.662770631228863,-0.0946725921785333,0.377507615996281
s__Ruminococcus_gnavus,0.0198716819323151,0.853356779363391,-0.0239501122214453,0.823704583395123,-0.258076594259615,0.0146147186139785,-0.188167266366707,0.0774156107203313,-0.0630988841964207,0.556905271548662,-0.194907282144788,0.06719695415026,-0.195538973408117,0.0662979777849118,-0.240440698487677,0.023228671305093,-0.230978196766511,0.0294224396552246,-0.260262989244595,0.0137697390623742,-0.215471933219627,0.0425694911043467,-0.195433195659763,0.0664478305437217,-0.20643899172146,0.0522616128823946,-0.149445456252459,0.162173644418417,-0.224908729675349,0.0340888408626558,-0.21959528705622,0.0386698852866284,-0.11547256993777,0.281223210201208,-0.0332194092967482,0.757286294726366,-0.209052094756431,0.0492875913517467,-0.22181039890534,0.0367011935352542,-0.0435362175441651,0.685399697809629,-0.075880689885739,0.479717403579906,-0.133930173314467,0.210832620423389,0.111070538525233,0.300092552254613,-0.0279245997692698,0.7950437692847,-0.133918992387977,0.210871068492503,0.0474014307921595,0.659132889212998,0.12424055344821,0.246042838736137
s__Ruminococcus_torques,0.0236267410406909,0.826047220597247,-0.013142930652381,0.902706868732143,0.189344876427835,0.0755456320927874,0.175760341331239,0.0994487409912567,0.0856911233815158,0.42460911415089,0.19437274535755,0.0679653452964128,0.203957581423321,0.0552207273692348,0.207885497143846,0.0505976081003083,0.166657344119439,0.118534547822848,0.216322164240611,0.0417397116066202,0.190357072794345,0.0739674284234371,0.150740059020022,0.158525872933539,0.283529003781678,0.00709216875333465,0.273845871143801,0.00941030383653856,0.243588978953634,0.0214316185297139,0.322006835085247,0.00208908705985055,0.240640252624933,0.0231110666416794,0.24678976409745,0.0197278895611617,0.202502997126438,0.0570182161601732,0.208527572850148,0.0498730949332899,0.0449588551831602,0.675686302585911,0.242549415593426,0.0220113784792142,0.123033868902383,0.250695730290756,-0.0102513616139352,0.924039626539557,-0.00474323756816558,0.964812515934214,0.0575752223697983,0.5920069354511,-0.00867844187711852,0.93566751743746,-0.0761139873752218,0.478363930623471
s__Coprococcus_catus,0.0598931808859775,0.577155501030665,0.132069775391365,0.217298732221926,0.161397147459975,0.130783791594325,0.0961211308031445,0.370219113571012,0.0638404754649683,0.55226961386536,0.0964110348492307,0.368770809450703,0.196911106772125,0.0643787879668872,0.183670313729526,0.0848998474116973,0.127192601786827,0.234911812246351,0.187535339729016,0.0784342466445487,0.191080450303484,0.0728558580718376,0.177810795589679,0.095501886065701,0.181827101763383,0.088128945918736,0.191470619973953,0.0722619079880811,0.179071536333133,0.0931369939353697,0.142774254119933,0.181962153046998,0.183585425850816,0.0850464663034334,0.0320620833942493,0.765494157328195,0.199181040454771,0.0613029780960158,0.176412504267262,0.0981797835646558,0.225884725980219,0.0332990045786321,0.233963558869959,0.0273329368617449,0.167444244280267,0.116780770294227,-0.0381417909222844,0.722685957901689,0.153279878352643,0.151547387564471,0.0913671077155779,0.394461922308913,0.0945746940376062,0.378003317293472,-0.0309601781558546,0.773333104809213
s__Coprococcus_comes,-0.101236259496192,0.345175887360423,-0.0254162990665812,0.813102552747254,-0.00454387414637314,0.966290600098651,-0.0442114298394327,0.680783035011247,0.1223965757942,0.253177290619729,-0.0488713398217121,0.649249138970371,-0.105441715589272,0.325401858403097,-0.0717803763690722,0.503836913046295,-0.0258997879195432,0.809613700041353,-0.0362072728174388,0.7362220877456,-0.127866416168557,0.2324210315294,0.0165032734115489,0.878003154518636,0.00839406977640332,0.937771264875848,-0.0363127130902675,0.735482185103924,0.0556664580656773,0.604364462243573,0.0336024983629593,0.754575255433876,-0.0450881371189329,0.674806194353996,0.0111894958628098,0.917111848046863,0.0304947712507353,0.776650894481354,0.0238061745458794,0.824747139301807,0.0439401895323197,0.682636199671983,0.125990610591144,0.239401006567285,0.0457874007853239,0.67005343886938,-0.0687348646056089,0.522150323492804,-0.0664058633622514,0.536378551766793,-0.0234887742240271,0.827047174974129,-0.0568340004543343,0.596792140596144,-0.00453418263189347,0.966362456110843
s__Coprococcus_eutactus,-0.11236481599401,0.294460530494657,-0.0536666656939256,0.617431898282495,-0.0368559266035101,0.731674144342305,-0.158166559043883,0.138771244059864,-0.00750025453522272,0.944386305427008,0.0789335049036701,0.462169811214363,0.0571725873845572,0.594604133371453,0.0560601888250286,0.6018061103783,0.056514544530106,0.598859814820944,0.056387385521506,0.599683736941267,-0.0159965925170577,0.881721171284198,0.180432777416753,0.0906356881737731,0.132415369904511,0.216087085469367,0.0385133936994975,0.720095381519551,0.151801397186209,0.155581183197103,0.0886594801249725,0.408681209232675,0.0707892590856815,0.509759950408145,0.0175159250379393,0.870580329088933,0.152061886823094,0.15486472819488,0.162594349788631,0.127914468598935,0.292609054235257,0.00539211304628975,0.226591885380966,0.0327363895599697,0.242840020527642,0.0218479749495102,-0.103700905325477,0.333497574353405,-0.0185488768447474,0.863020230744149,0.041407924426142,0.700026591336078,-0.0754552250273972,0.482191009437487,-0.114680931169398,0.284556856148049
s__Dorea_formicigenerans,-0.123481067331431,0.248964375100163,-0.108145799810504,0.313077746762826,0.0121403214043538,0.910096656717786,-0.131563130038459,0.219083686296092,-0.0303415877595275,0.777743787525533,-0.023785839001803,0.824894456351001,0.00505531679156712,0.962498995124995,-0.0110430956580689,0.918192566135184,-0.0559438118424782,0.602561795640618,-0.0113512779306376,0.915917757026553,-0.0427018374058202,0.691120615588077,-0.0314098177111516,0.77013157741097,0.0120699756487707,0.910615438564322,-0.0464316025678227,0.665686379512605,0.0264314642503972,0.805781416992885,-0.0254306612350908,0.812998862520014,-0.0739773480008882,0.490835910713224,0.0125238597454367,0.907268828239859,0.0892180233881428,0.40572369344933,0.0898249737255252,0.402524146769937,0.0369710208150872,0.730868139294249,0.107518722057454,0.315908456572153,0.174919692805337,0.101103374760648,-0.141925045936562,0.184602207689833,0.151615924603115,0.156092814735724,0.207712169637883,0.050794667841446,0.0631909484252483,0.556328770304251,-0.0872651047774204,0.416119317234263
s__Dorea_longicatena,0.105544662767071,0.324927065288976,0.0981386361292877,0.360212057123378,0.102917472835559,0.337182267172495,0.024498266989433,0.819737053207525,0.0273092022672593,0.799464806111885,0.139290891895942,0.192968412819513,0.135278218425956,0.206233524929222,0.162811230114977,0.127399859764263,0.126025736444454,0.239268981171394,0.100100474392719,0.350642806893319,0.130774281647773,0.221883417247214,0.122373289689968,0.253268281795272,0.142839229574723,0.1817612939325,0.154155158618985,0.149196506201611,0.187970920404536,0.0777309707415974,0.0938228037606918,0.381823586906056,0.0475364304694167,0.658222667452886,0.0594919910619827,0.57971359278154,0.219447743924142,0.0388040885091695,0.154263826272841,0.148906559208721,-0.0282098058710573,0.79299702083361,0.115878451773423,0.27952415549625,0.0932266057675442,0.384869281785261,-0.117918069674722,0.271090097032741,-0.0889387137202225,0.407201079297336,-0.0922107618683486,0.390092252207008,-0.0573652524117031,0.59336070878959,-0.185892822266214,0.0811320956945905
s__Eisenbergiella_massiliensis,-0.0189773709697643,0.859887687040339,0.121136989115147,0.258131323786779,-0.133856079128151,0.211087502452924,0.0719752651542905,0.502676447969853,-0.000975156589075215,0.992763638545167,0.0497565182339058,0.643326152159194,0.0919056557011562,0.391669187744223,0.123520303027704,0.248812864745258,0.0627121930520568,0.559329829459507,0.0318423616722514,0.767055401906724,0.117651992282738,0.272180532547512,0.0541730171937833,0.614111708264398,-0.0227508896868794,0.832399847572122,0.042862679854994,0.690016439745545,0.0267659738741314,0.803372637562792,0.0104902272903365,0.922275132769193,0.0381109787331939,0.722900901512445,-0.0851947154393743,0.427307146100761,0.0973908183327824,0.363901688750941,0.0914829780517033,0.393860059142289,0.0122139147513729,0.909553965035351,-0.0956860682257979,0.372399105469192,0.145125202052473,0.174797169470312,0.152162869639827,0.154587646654176,0.0569836752781177,0.595824471961021,-0.16490267464464,0.122518228048552,0.0959114153015264,0.371268972379895,0.099559248876148,0.353266781099649
s__Eisenbergiella_tayi,-0.112137083737027,0.295446421412251,-0.0771685916048283,0.47227132114945,-0.114021427339685,0.287354054243667,-0.149684386654991,0.161495774047469,-0.00929578618064091,0.931102023561712,0.117584154497167,0.272459015921829,0.0946712493067366,0.377514412881939,0.088600412950686,0.408994708661123,0.0821073341540326,0.444306230234595,0.0305495935777374,0.776259868061729,0.0513396291641778,0.63278862389402,0.0974213633407616,0.36375053045427,0.156458726700873,0.14314024395889,0.137573837467834,0.198567208444767,0.0578287024616278,0.590374491081562,0.105273139524741,0.326180289483981,0.0382487356422809,0.721940086169455,-0.0200155620353272,0.852306972154811,0.121073603554605,0.258382356473341,0.0988844792006134,0.356555243932185,0.0498217313587075,0.64289066580094,-0.105786500211248,0.323813452938037,0.0461330761719706,0.667708723133476,0.0454893699153085,0.6720775219074,0.163379694177223,0.126058531813043,0.103090666298569,0.336365486030949,0.112336417369515,0.294583354473239,-0.156502476532985,0.143027043344846
s__Fusicatenibacter_saccharivorans,0.0253921234243059,0.813277100361613,0.0121967319922821,0.909680670347724,0.00584264883869959,0.95666372879458,0.0689515669298321,0.520836218751436,0.0496599190051141,0.643971452876921,0.130594393364827,0.222525375918629,0.130896836504123,0.221446808873339,0.119521443981877,0.264581469124247,0.0934455638971661,0.383749035889032,0.0945053587045573,0.37835463076281,0.106665082402181,0.319788350043807,0.0563713730045473,0.599787525195855,0.131668815617358,0.218710495830962,0.117842170339973,0.271400846593684,0.16161212813494,0.130264967890945,0.109540988267447,0.306838746784685,0.0893681379534807,0.404930976279232,0.0537939134953619,0.616596797035505,0.140112751515166,0.190329284423843,0.0976459270166776,0.362640415676766,-0.055884791156418,0.60294520247773,0.163805523161533,0.125060861603559,-0.0714380030166138,0.505878934209527,-0.231485587592894,0.0290580697291925,-0.305697023798566,0.00357684634295823,0.0643986826518794,0.548792606044414,-0.310557881273013,0.00305659793645168,-0.0570699863633577,0.595266778490589
s__Clostridium_aldenense,-0.143376822371458,0.180105627459979,-0.153323626791773,0.151429231000472,-0.176875740322097,0.097286179241176,-0.116589655860867,0.276563562872411,0.00473783134073096,0.96485259626161,-0.195275981670905,0.0666710581642973,-0.181794588257285,0.0881867671534698,-0.161632143422595,0.130216743963103,-0.190448780131694,0.0738257578132079,-0.227670283376342,0.0318938285583704,-0.202168145222471,0.0574387070903589,-0.255566619538908,0.0156397963956916,-0.303920049124228,0.00378594439747273,-0.276066673900279,0.00882680830173744,-0.282054539108283,0.00740888433928664,-0.218058373459641,0.0400870149719854,-0.198228398349893,0.0625789438632367,-0.106838060649441,0.318999679576737,-0.244713966584209,0.0208189867084105,-0.23954070998104,0.0237654320782157,-0.174697386286018,0.101544519805578,-0.195011885350167,0.067047413224307,-0.144407164387146,0.17696322710296,-0.0792638465518236,0.460292350239444,0.0403786235134657,0.707140382248906,0.00490610768042919,0.963605081802163,0.111681489937544,0.297425275292237,-0.0596515630769068,0.578695493870407
s__Clostridium_asparagiforme,-0.218991031084186,0.0392219751391675,-0.226723702229584,0.0326324056776319,-0.247055648766485,0.0195917429830266,-0.197618192135416,0.0634075318112758,0.0288339190007232,0.788523048798972,-0.106937533364305,0.318546714533813,-0.0960330899063405,0.370659635084298,-0.115299834826316,0.281948378625818,-0.149202232689104,0.162865859771445,-0.154974417367233,0.147020970913001,-0.196750653863919,0.0646008582496485,-0.151778330888122,0.155644744066458,-0.191987372715075,0.0714812659486312,-0.266101608043764,0.0117178121073117,-0.224318805364164,0.0345738299234588,-0.173436098447516,0.104075996457542,-0.22929604101677,0.0306581824979414,-0.196853009691193,0.0644591239622799,-0.203907440951477,0.0552819062393939,-0.192446994079941,0.0707926498736539,-0.0298465044582218,0.781278922654943,-0.211979212733152,0.0461233222286307,-0.106291714815311,0.321494936038395,-0.231895231848134,0.0287666850433634,-0.117444525845318,0.273032813440854,0.0624042039455041,0.561264518973418,-0.112913669753497,0.292093365258749,-0.0161620026787175,0.880507108366814
s__Clostridium_bolteae,-0.0964405529161921,0.368623537486426,-0.0599369643524457,0.576876642723805,-0.16777689554297,0.11604543470637,-0.113097371692047,0.291303886435172,-0.0120676437439874,0.910632636404517,-0.104125672755206,0.331510494368818,-0.133293605659187,0.213029538509267,-0.0761307062623738,0.478267014977954,-0.0963871847342421,0.368889829055728,-0.154985793827749,0.146990929525071,-0.0868206323650449,0.418506696115687,-0.146397047251588,0.171008313045917,-0.169309077514621,0.112704573796207,-0.133280543349935,0.213074788456976,-0.152141531289587,0.154646164994299,-0.117640560440163,0.272227448404849,-0.0987637595912326,0.357145558702564,-0.097794638201013,0.361906420981838,-0.125928874057125,0.239633174220796,-0.129053977188087,0.228076118640897,-0.152377361619985,0.154000341215665,-0.106069745511397,0.322512276336417,-0.168343700151445,0.114800739164027,-0.0581243360733955,0.588473149553353,-0.206010505087335,0.0527630723662992,-0.145666264628315,0.173177874910887,-0.109164012017518,0.308516472907634,-0.0887166568465869,0.408377877338487
